benchmark,model,agent,dataset,total_tasks,runs,raw_mean,shrunken_mean,shrinkage_weight
code-migration,openai/nova-alpha,mini_swe_code_migration,test_full,130,2,0.04230769499999999,0.07967540571469273,0.5055529835007203
code-migration,openai/nova-alpha-high,mini_swe_code_migration,test_full,130,2,0.030769229999999998,0.07384210030892407,0.5055529835007203
cpse-bench,xai/grok-4.5,mini_sweagent_cpse,default,1,12,0.8333333333333334,0.8111324772784904,0.8942816082112492
cpse-bench,openai/gpt-5.5,mini_sweagent_cpse,default,1,13,0.7692307692307693,0.7548764656375587,0.9016136966748783
cpse-bench,anthropic/claude-opus-5,mini_sweagent_cpse,default,1,12,0.8333333333333334,0.8111324772784904,0.8942816082112492
cpse-bench,openai/gpt-5.6-sol,mini_sweagent_cpse,default,1,10,0.0,0.07743999811085833,0.8757647206409521
cpse-bench,anthropic/claude-opus-4-8,mini_sweagent_cpse,default,1,12,0.6666666666666666,0.6620855425766154,0.8942816082112492
swebench,alibaba/qwen3.8-max-cn,mini_sweagent,default,500,1,0.856,0.7066227264479397,2.633038484102675e-05
swebench,grok/v9m-exp-0805-row17-47p8-api-high,mini_sweagent,default,500,1,0.95,0.7066252015041147,2.633038484102675e-05
swebench,meta/muse_spark_1_2,mini_sweagent,default,500,1,0.866,0.706622989751788,2.633038484102675e-05
swebench,deepseek/deepseek-v4-flash-0731,mini_sweagent,default,500,2,0.537,0.7066098611622581,5.265938314022992e-05
swebench,thinkingmachines/inkling-small,mini_sweagent,default,500,1,0.8220000000000001,0.706621831214855,2.633038484102675e-05
swebench,ant/ling-3.0-flash-2607,mini_sweagent,default,500,1,0.652,0.706617355049432,2.633038484102675e-05
swebench,anthropic/claude-horchata-eap,mini_sweagent,default,500,1,0.97,0.7066257281118116,2.633038484102675e-05
swebench,google/gemini-3.5-flash-lite,mini_sweagent,default,500,1,0.75,0.7066199354271465,2.633038484102675e-05
swebench,google/gemini-3.6-flash,mini_sweagent,default,500,1,0.7959999999999999,0.7066211466248492,2.633038484102675e-05
swebench,openai/gpt-5-nano-2025-08-07,mini_sweagent,default,500,3,0.39333333333333337,0.7065940477062231,7.898699500712829e-05
swebench,kimi/kimi-k3,mini_sweagent,default,500,1,0.934,0.7066247802179573,2.633038484102675e-05
swebench,thinkingmachines/inkling,mini_sweagent,default,500,1,0.782,0.7066207779994614,2.633038484102675e-05
swebench,openai/gpt-5.6-luna,mini_sweagent,default,500,1,0.93,0.7066246748964179,2.633038484102675e-05
swebench,grok/v9-carrot,mini_sweagent,default,500,2,0.794,0.7066233946237251,5.265938314022992e-05
swebench,grok/v9-potato,mini_sweagent,default,500,1,0.852,0.7066226211264003,2.633038484102675e-05
swebench,meta/super_nova_vals,mini_sweagent,default,500,1,0.7,0.7066186189079044,2.633038484102675e-05
swebench,deepseek/deepseek-v4-flash,mini_sweagent,default,500,1,0.636,0.7066169337632746,2.633038484102675e-05
swebench,anthropic/claude-sonnet-5,mini_sweagent,default,500,1,0.7959999999999999,0.7066211466248492,2.633038484102675e-05
swebench,poolside/laguna-xs.2:fast,mini_sweagent,default,500,1,0.552,0.706614722010948,2.633038484102675e-05
swebench,poolside/laguna-m.1:fast,mini_sweagent,default,500,1,0.5760000000000001,0.7066153539401842,2.633038484102675e-05
swebench,openai/nova-alpha,mini_sweagent,default,500,1,0.752,0.7066199880879162,2.633038484102675e-05
swebench,zai/glm-5.2,mini_sweagent,default,500,1,0.828,0.7066219891971641,2.633038484102675e-05
swebench,openai/kindle-alpha,mini_sweagent,default,500,1,0.9620000000000001,0.7066255174687328,2.633038484102675e-05
swebench,meta/glassy_lagoon,mini_sweagent,default,500,2,0.405,0.7066029101236836,5.265938314022992e-05
swebench,meta/emerald_lagoon,mini_sweagent,default,500,1,0.7879999999999999,0.7066209359817704,2.633038484102675e-05
swebench,kimi/kimi-k2.7-code,mini_sweagent,default,500,1,0.782,0.7066207779994614,2.633038484102675e-05
swebench,meta/blue_tower,mini_sweagent,default,500,1,0.772,0.706620514695613,2.633038484102675e-05
swebench,anthropic/claude-fruitcake-eap,mini_sweagent,default,500,1,0.95,0.7066252015041147,2.633038484102675e-05
swebench,nvidia/nemotron-3-ultra-550b-a55b,mini_sweagent,default,500,1,0.69,0.7066183556040561,2.633038484102675e-05
swebench,minimax/MiniMax-M3,mini_sweagent,default,500,1,0.75,0.7066199354271465,2.633038484102675e-05
swebench,poolside/laguna-xs.2,mini_sweagent,default,500,1,0.64,0.706617039084814,2.633038484102675e-05
swebench,poolside/laguna-m.1,mini_sweagent,default,500,1,0.6459999999999999,0.706617197067123,2.633038484102675e-05
swebench,xiaomi/mimo-v2.5,mini_sweagent,default,500,1,0.71,0.7066188822117528,2.633038484102675e-05
swebench,xiaomi/mimo-v2.5-pro,mini_sweagent,default,500,1,0.74,0.7066196721232981,2.633038484102675e-05
swebench,openai/iris-alpha-code-mode,mini_sweagent,default,500,1,0.856,0.7066227264479397,2.633038484102675e-05
swebench,openai/iris-alpha,mini_sweagent,default,500,1,0.87,0.7066230950733274,2.633038484102675e-05
swebench,anthropic/claude-queso-eap-max-effort,mini_sweagent,default,500,1,0.8859999999999999,0.7066235163594848,2.633038484102675e-05
swebench,alibaba/qwen3.7-max,mini_sweagent,default,500,1,0.688,0.7066183029432863,2.633038484102675e-05
swebench,cohere/command-a-plus-05-2026,mini_sweagent,default,500,1,0.4,0.7066107197924522,2.633038484102675e-05
swebench,mistralai/mistral-medium-3.5,mini_sweagent,default,500,1,0.664,0.7066176710140502,2.633038484102675e-05
swebench,openai/gpt-5-mini-2025-08-07,mini_sweagent,default,500,3,0.5973333333333333,0.7066101610532046,7.898699500712829e-05
swebench,google/models/ajax,mini_sweagent,default,500,1,0.7879999999999999,0.7066209359817704,2.633038484102675e-05
swebench,grok/grok-4.3,mini_sweagent,default,500,2,0.7,0.70661844464171,5.265938314022992e-05
swebench,alibaba/qwen3.6-27b,mini_sweagent,default,500,1,0.7,0.7066186189079044,2.633038484102675e-05
swebench,kimi/kimi-k2.6-thinking,mini_sweagent,default,500,2,0.763,0.7066217621828478,5.265938314022992e-05
swebench,alibaba/qwen3.6-max-preview,mini_sweagent,default,500,1,0.728,0.70661935615868,2.633038484102675e-05
swebench,anthropic/claude-nougat-p,mini_sweagent,default,500,1,0.82,0.7066217785540854,2.633038484102675e-05
swebench,grok/grok-experimental-0410-1p5m,mini_sweagent,default,500,2,0.723,0.7066196558075222,5.265938314022992e-05
swebench,openai/crest-alpha,mini_sweagent,default,500,1,0.826,0.7066219365363944,2.633038484102675e-05
swebench,openai/summit-alpha,mini_sweagent,default,500,2,0.8119999999999999,0.7066243424926216,5.265938314022992e-05
swebench,anthropic/claude-nectarine-v5-p,mini_sweagent,default,500,1,0.826,0.7066219365363944,2.633038484102675e-05
swebench,meta/quiet_sand,mini_sweagent,default,500,1,0.7440000000000001,0.7066197774448374,2.633038484102675e-05
swebench,zai/glm-5.1-thinking,mini_sweagent,default,500,1,0.764,0.7066203040525343,2.633038484102675e-05
swebench,alibaba/qwen3.6-plus,mini_sweagent,default,500,1,0.7340000000000001,0.706619514140989,2.633038484102675e-05
swebench,arcee-ai/trinity-large-thinking,mini_sweagent,default,500,1,0.462,0.7066123522763122,2.633038484102675e-05
swebench,zai/glm-5-turbo,mini_sweagent,default,500,1,0.37,0.7066099298809069,2.633038484102675e-05
swebench,deepseek/deepseek-reasoner,mini_sweagent,default,500,1,0.054000000000000006,0.7066016094792972,2.633038484102675e-05
programbench,grok/v9m-exp-0805-row17-47p8-api-low,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,grok/v9m-exp-0805-row17-47p8-api-medium,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,grok/v9m-exp-0805-row17-47p8-api-high,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,alibaba/qwen3.8-max-cn,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,meta/muse_spark_1_2,programbench_agent,default,200,1,0.005,0.004562023193108348,0.7365435738886487
programbench,google/gemini-3.5-flash-lite,programbench_agent,default,200,2,0.0,0.0005063537344450692,0.8482868900770556
programbench,deepseek/deepseek-v4-flash-0731,programbench_agent,default,200,2,0.005,0.004747788184830347,0.8482868900770556
programbench,thinkingmachines/inkling-small,programbench_agent,default,200,1,0.005,0.004562023193108348,0.7365435738886487
programbench,meta/muse_spark_1_1,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,meta/super_nova_vals,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,anthropic/claude-horchata-eap,programbench_agent,default,200,1,0.03,0.022975612540324562,0.7365435738886487
programbench,google/gemini-3.6-flash,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,google/gemini-2.5-flash-lite,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,kimi/kimi-k3,programbench_agent,default,200,1,0.02,0.015610176801438077,0.7365435738886487
programbench,openai/gpt-5.6-luna,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,grok/v9-carrot,programbench_agent,default,200,2,0.0,0.0005063537344450692,0.8482868900770556
programbench,anthropic/claude-sonnet-5,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,openai/gpt-5.4-2026-03-05,programbench_agent,default,200,3,0.0,0.0003555496717757749,0.8934706258337339
programbench,poolside/laguna-m.1:fast,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,poolside/laguna-xs.2:fast,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,openai/nova-alpha,programbench_agent,default,200,1,0.005,0.004562023193108348,0.7365435738886487
programbench,openai/kindle-alpha,programbench_agent,default,200,1,0.015,0.011927458931994834,0.7365435738886487
programbench,zai/glm-5.2-max-tokens-64k-top-p-1,programbench_agent,default,200,1,0.005,0.004562023193108348,0.7365435738886487
programbench,kimi/kimi-k2.7-code,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,meta/blue_tower,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,anthropic/claude-fruitcake-eap,programbench_agent,default,200,1,0.02,0.015610176801438077,0.7365435738886487
programbench,minimax/MiniMax-M3,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,anthropic/claude-opus-4-8,programbench_agent,default,200,1,0.01,0.008244741062551592,0.7365435738886487
programbench,openai/iris-alpha-code-mode,programbench_agent,default,200,1,0.01,0.008244741062551592,0.7365435738886487
programbench,openai/iris-alpha,programbench_agent,default,200,1,0.01,0.008244741062551592,0.7365435738886487
programbench,anthropic/claude-opus-4-7,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,google/gemini-3.5-flash,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,alibaba/qwen3.6-plus,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,google/gemini-3-flash-preview,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,minimax/MiniMax-M2.7,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,anthropic/claude-sonnet-4-6,programbench_agent,default,200,1,0.005,0.004562023193108348,0.7365435738886487
programbench,openai/gpt-5.4-mini-2026-03-17,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,kimi/kimi-k2.6-thinking,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,zai/glm-5.1-thinking,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,anthropic/claude-haiku-4-5-20251001-thinking,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,google/gemini-3.1-flash-lite-preview,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,deepseek/deepseek-v4-pro,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,grok/grok-4.3,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,google/gemini-3.1-pro-preview,programbench_agent,default,200,1,0.0,0.0008793053236651046,0.7365435738886487
programbench,openai/gpt-5.5,programbench_agent,default,200,1,0.005,0.004562023193108348,0.7365435738886487
programbench,openai/gpt-5.4-2026-03-05-high,programbench_agent,default,200,1,0.005,0.004562023193108348,0.7365435738886487
terminal-bench,grok/v9m-exp-0805-row17-47p8-api-low,terminus2,terminal-bench-2.1,89,3,0.7153558052434458,0.7083263606077648,0.9377499966466801
terminal-bench,grok/v9m-exp-0805-row17-47p8-api-medium,terminus2,terminal-bench-2.1,89,3,0.749063670411985,0.7399359110565291,0.9377499966466801
terminal-bench,grok/v9m-exp-0805-row17-47p8-api-high,terminus2,terminal-bench-2.1,89,3,0.6853932584269663,0.6802289824310852,0.9377499966466801
terminal-bench,meta/muse_spark_1_2,terminus2,terminal-bench-2.1,89,3,0.6966292134831461,0.69076549924734,0.9377499966466801
terminal-bench,alibaba/qwen3.8-max,terminus2,terminal-bench-2.1,89,3,0.6741573033707865,0.6696924656148303,0.9377499966466801
terminal-bench,deepseek/deepseek-v4-flash-0731,terminus2,terminal-bench-2.1,89,3,0.6704119850187266,0.6661802933427453,0.9377499966466801
terminal-bench,thinkingmachines/inkling-small,terminus2,terminal-bench-2.1,89,3,0.5505617977528089,0.553790780636027,0.9377499966466801
terminal-bench,ant/ling-3.0-flash-2607,terminus2,terminal-bench-2.1,89,3,0.50187265917603,0.5081325410989229,0.9377499966466801
terminal-bench,baseten/laguna-s-2.1-int4,terminus2,terminal-bench-2.1,89,6,0.17228464419475653,0.18610311252505146,0.9678751111025442
terminal-bench,anthropic/claude-opus-4-8-high,terminus2,terminal-bench-2.1,89,3,0.749063670411985,0.7399359110565291,0.9377499966466801
terminal-bench,anthropic/claude-horchata-eap-high,terminus2,terminal-bench-2.1,89,3,0.846441947565543,0.8312523901307377,0.9377499966466801
terminal-bench,anthropic/claude-horchata-eap,terminus2,terminal-bench-2.1,89,3,0.7977528089887641,0.7855941505936336,0.9377499966466801
terminal-bench,google/gemini-3.5-flash-lite,terminus2,terminal-bench-2.1,89,6,0.49250936329588013,0.4960406481028325,0.9678751111025442
terminal-bench,kimi/kimi-k3-public,terminus2,terminal-bench-2.1,89,1,0.7303370786516854,0.7090955608888722,0.8339261814618386
terminal-bench,google/gemini-3.6-flash,terminus2,terminal-bench-2.1,89,6,0.6835205992509362,0.6809156693246667,0.9678751111025442
terminal-bench,kimi/kimi-k3,terminus2,terminal-bench-2.1,89,3,0.8089887640449437,0.7961306674098882,0.9377499966466801
terminal-bench,thinkingmachines/inkling,terminus2,terminal-bench-2.1,89,6,0.24719101123595508,0.2586031208473395,0.9678751111025442
terminal-bench,openai/gpt-5.6-luna,terminus2,terminal-bench-2.1,89,3,0.7902621722846441,0.7785698060494636,0.9377499966466801
terminal-bench,meta/super_nova_dist,terminus2,terminal-bench-2.1,89,3,0.700374531835206,0.694277671519425,0.9377499966466801
terminal-bench,meta/super_nova_xhigh,terminus2,terminal-bench-2.1,89,4,0.5393258426966292,0.5423187354347323,0.9525744371229782
terminal-bench,grok/v9-carrot,terminus2,terminal-bench-2.1,89,3,0.6779026217228464,0.6732046378869152,0.9377499966466801
terminal-bench,grok/v9-stickynote,terminus2,terminal-bench-2.1,89,3,0.7078651685393259,0.7013020160635949,0.9377499966466801
terminal-bench,grok/v9-potato,terminus2,terminal-bench-2.1,89,3,0.6816479400749064,0.6767168101590002,0.9377499966466801
terminal-bench,meta/super_nova_vals,terminus2,terminal-bench-2.1,89,3,0.6928838951310862,0.6872533269752551,0.9377499966466801
terminal-bench,meta/super_nova_max,terminus2,terminal-bench-2.1,89,7,0.6035313001605136,0.6035009185195326,0.9723374299465256
terminal-bench,meta/super_nova,terminus2,terminal-bench-2.1,89,3,0.5056179775280899,0.5116447133710078,0.9377499966466801
terminal-bench,anthropic/claude-sonnet-5-high,terminus2,terminal-bench-2.1,89,6,0.7022471910112359,0.6990406714052387,0.9678751111025442
terminal-bench,meta/glassy_lagoon,terminus2,terminal-bench-2.1,89,7,0.6276083467094704,0.6269119320816481,0.9723374299465256
terminal-bench,meta/emerald_lagoon,terminus2,terminal-bench-2.1,89,7,0.5537720706260032,0.5551181571578275,0.9723374299465256
terminal-bench,poolside/laguna-xs.2:fast,terminus2,terminal-bench-2.1,89,3,0.2584269662921348,0.2798413434134015,0.9377499966466801
terminal-bench,poolside/laguna-m.1:fast,terminus2,terminal-bench-2.1,89,3,0.3408239700374532,0.3571091333992703,0.9377499966466801
terminal-bench,openai/nova-alpha,terminus2,terminal-bench-2.1,89,3,0.7340823970037453,0.7258872219681894,0.9377499966466801
terminal-bench,openai/kindle-alpha,terminus2,terminal-bench-2.1,89,3,0.8576779026217228,0.8417889069469926,0.9377499966466801
terminal-bench,zai/glm-5.2-max-tokens-48k-top-p-1,terminus2,terminal-bench-2.1,89,3,0.6779026217228464,0.6732046378869152,0.9377499966466801
terminal-bench,zai/glm-5.2-high,terminus2,terminal-bench-2.1,89,2,0.6685393258426966,0.6625529731270186,0.9094435641865463
terminal-bench,kimi/kimi-k2.7-code,terminus2,terminal-bench-2.1,89,3,0.6704119850187267,0.6661802933427454,0.9377499966466801
terminal-bench,nvidia/nemotron-3-ultra-550b-a55b,terminus2,terminal-bench-2.1,89,3,0.5093632958801498,0.5151568856430928,0.9377499966466801
terminal-bench,openai/firefly-alpha-high,terminus2,terminal-bench-2.1,89,3,0.6853932584269664,0.6802289824310853,0.9377499966466801
terminal-bench,openai/joule-alpha-high,terminus2,terminal-bench-2.1,89,3,0.794007490636704,0.7820819783215484,0.9377499966466801
terminal-bench,anthropic/claude-fruitcake-eap-high,terminus2,terminal-bench-2.1,89,3,0.8052434456928839,0.7926184951378034,0.9377499966466801
terminal-bench,alibaba/qwen3.7-plus,terminus2,terminal-bench-2.1,89,3,0.5280898876404494,0.5327177470035175,0.9377499966466801
terminal-bench,poolside/laguna-xs.2,terminus2,terminal-bench-2.1,89,3,0.2696629213483146,0.29037786022965634,0.9377499966466801
terminal-bench,poolside/laguna-m.1,terminus2,terminal-bench-2.1,89,3,0.3183520599250937,0.3360360997667607,0.9377499966466801
terminal-bench,xiaomi/mimo-v2.5-pro,terminus2,terminal-bench-2.1,89,1,0.5730337078651685,0.5779161615577963,0.8339261814618386
terminal-bench,grok/grok-4.3,terminus2,terminal-bench-2.1,89,4,0.40449438202247195,0.413881732676578,0.9525744371229782
terminal-bench,xiaomi/mimo-v2.5,terminus2,terminal-bench-2.1,89,1,0.6067415730337079,0.6060260328430269,0.8339261814618386
terminal-bench,openai/gpt-5.4-nano-2026-03-17,terminus2,terminal-bench-2.1,89,6,0.3970037453183521,0.40360313749191534,0.9678751111025442
terminal-bench,openai/gpt-5.4-mini-2026-03-17,terminus2,terminal-bench-2.1,89,6,0.4288389513108614,0.43441564102888774,0.9678751111025442
terminal-bench,mistralai/mistral-medium-3.5,terminus2,terminal-bench-2.1,89,3,0.3895131086142321,0.40276737293637443,0.9377499966466801
terminal-bench,google/gemini-3.1-pro-preview,terminus2,terminal-bench-2.1,89,6,0.7172284644194756,0.7135406730696964,0.9678751111025442
terminal-bench,openai/gpt-5.5-high,terminus2,terminal-bench-2.1,89,3,0.7640449438202247,0.753984600144869,0.9377499966466801
terminal-bench,zai/glm-5.1-thinking,terminus2,terminal-bench-2.1,89,3,0.5692883895131086,0.5713516419964518,0.9377499966466801
terminal-bench,minimax/MiniMax-M2.7,terminus2,terminal-bench-2.1,89,3,0.4868913857677902,0.494083852010583,0.9377499966466801
terminal-bench,kimi/kimi-k2.6-thinking,terminus2,terminal-bench-2.1,89,3,0.5355805243445694,0.5397420915476875,0.9377499966466801
terminal-bench,grok/grok-4.20-0309-reasoning,terminus2,terminal-bench-2.1,89,3,0.44194756554307113,0.4519377847455638,0.9377499966466801
terminal-bench,google/gemini-3-flash-preview,terminus2,terminal-bench-2.1,89,3,0.5393258426966292,0.5432542638197724,0.9377499966466801
terminal-bench,cohere/command-a-plus-05-2026,terminus2,terminal-bench-2.1,89,3,0.1760299625468165,0.20257355342753275,0.9377499966466801
terminal-bench,alibaba/qwen3.6-plus,terminus2,terminal-bench-2.1,89,3,0.5318352059925093,0.5362299192756024,0.9377499966466801
terminal-bench,kimi/kimi-k2.6,terminus2,terminal-bench-2.1,89,3,0.5468164794007491,0.5502786083639423,0.9377499966466801
terminal-bench,deepseek/deepseek-v4-pro,terminus2,terminal-bench-2.1,89,3,0.50187265917603,0.5081325410989229,0.9377499966466801
terminal-bench,google/gemini-3.5-flash,terminus2,terminal-bench-2.1,89,3,0.7415730337078651,0.7329115665123592,0.9377499966466801
terminal-bench,anthropic/claude-opus-4-7,terminus2,terminal-bench-2.1,89,3,0.6853932584269663,0.6802289824310852,0.9377499966466801
terminal-bench,openai/gpt-5.5,terminus2,terminal-bench-2.1,89,3,0.7790262172284644,0.7680332892332088,0.9377499966466801
terminal-bench,anthropic/claude-queso-eap-max-effort,terminus2,terminal-bench-2.1,89,3,0.7191011235955056,0.7118385328798497,0.9377499966466801
terminal-bench,openai/iris-alpha-code-mode,terminus2,terminal-bench-2.1,89,1,0.8202247191011236,0.7840552176494868,0.8339261814618386
terminal-bench,openai/iris-alpha,terminus2,terminal-bench-2.1,89,1,0.8314606741573034,0.7934251747445638,0.8339261814618386
skillsbench,grok/v9m-exp-0805-row17-47p8-api,openhands_skillsbench,with-skills,87,3,0.5505747126436783,0.5424102872374152,0.8642909169300148
skillsbench,alibaba/qwen3.8-max-cn,openhands_skillsbench,with-skills,87,3,0.42011494252873566,0.42965509290229253,0.8642909169300148
skillsbench,meta/muse_spark_1_2,openhands_skillsbench,with-skills,87,3,0.5303563218390804,0.5249357157100599,0.8642909169300148
skillsbench,deepseek/deepseek-v4-flash-0731,openhands_skillsbench,with-skills,87,3,0.5066794367816092,0.5044719990136916,0.8642909169300148
skillsbench,thinkingmachines/inkling-small,openhands_skillsbench,with-skills,87,3,0.33582375478927196,0.3568029849618314,0.8642909169300148
skillsbench,ant/ling-3.0-flash-2607,openhands_skillsbench,with-skills,87,3,0.279457214559387,0.3080858962223716,0.8642909169300148
skillsbench,anthropic/claude-horchata-eap,openhands_skillsbench,with-skills,87,3,0.6044061302681992,0.588936292535755,0.8642909169300148
skillsbench,google/gemini-3.5-flash-lite,openhands_skillsbench,with-skills,87,3,0.48048531417624524,0.48183265676892434,0.8642909169300148
skillsbench,thinkingmachines/inkling,openhands_skillsbench,with-skills,87,3,0.2609080459770115,0.29205401830002087,0.8642909169300148
skillsbench,openai/gpt-5.6-sol,openhands_skillsbench,with-skills,87,3,0.5409961685823755,0.5341316386078173,0.8642909169300148
skillsbench,openai/gpt-5.6-luna,openhands_skillsbench,with-skills,87,3,0.6044699846743296,0.5889914813189794,0.8642909169300148
skillsbench,openai/gpt-5.6-terra,openhands_skillsbench,with-skills,87,3,0.6064533869731801,0.590705717910494,0.8642909169300148
skillsbench,grok/grok-4.5,openhands_skillsbench,with-skills,87,3,0.6603448275862068,0.6372836005326064,0.8642909169300148
skillsbench,anthropic/claude-sonnet-5,openhands_skillsbench,with-skills,87,7,0.34118445484400656,0.3505934162049018,0.9369495230165497
skillsbench,meta/muse_spark_1_1,openhands_skillsbench,with-skills,87,3,0.591888888888889,0.5781177545065966,0.8642909169300148
skillsbench,minimax/MiniMax-M3,openhands_skillsbench,with-skills,87,2,0.4496264367816092,0.45740161448584643,0.8093713921819687
skillsbench,deepseek/deepseek-v4-pro,openhands_skillsbench,with-skills,87,1,0.46187356321839074,0.47101247522856426,0.6797849361819367
skillsbench,openai/gpt-5.5,openhands_skillsbench,with-skills,87,7,0.5776754269293924,0.5721735196980242,0.9369495230165497
skillsbench,anthropic/claude-sonnet-4-6,openhands_skillsbench,with-skills,87,1,0.5166666666666667,0.5082600015593608,0.6797849361819367
emb,grok/v9m-exp-0805-row17-47p8-api-high,emb_agent,test,102,1,0.5814812721519177,0.46906357771285934,1.8555215048145433e-05
emb,meta/muse_spark_1_2,emb_agent,test,102,1,0.5697757754316001,0.4690633605148504,1.8555215048145433e-05
emb,alibaba/qwen3.8-max-cn,emb_agent,test,102,1,0.6006604677884679,0.4690639335869588,1.8555215048145433e-05
emb,deepseek/deepseek-v4-flash-0731,emb_agent,test,102,1,0.5697666344629,0.46906336034523777,1.8555215048145433e-05
emb,thinkingmachines/inkling-small,emb_agent,test,102,1,0.3176203072557713,0.46905868171591286,1.8555215048145433e-05
emb,ant/ling-3.0-flash-2607,emb_agent,test,102,1,0.25006392361483487,0.46905742819268653,1.8555215048145433e-05
emb,anthropic/claude-horchata-eap,emb_agent,test,102,1,0.7355560778098338,0.4690664366040118,1.8555215048145433e-05
emb,google/gemini-3.5-flash-lite,emb_agent,test,102,1,0.4323108994423707,0.46906080982451487,1.8555215048145433e-05
emb,google/gemini-3.6-flash,emb_agent,test,102,1,0.6541056502170707,0.46906492527381205,1.8555215048145433e-05
emb,kimi/kimi-k3,emb_agent,test,102,1,0.66398878224668,0.4690651086574522,1.8555215048145433e-05
