run_id,benchmark,model,agent,dataset,total_tasks_metadata,all_task_error_run,detailed_tasks,binary_coverage,native_coverage,cost_coverage,token_coverage,cache_coverage,binary_pass_rate,native_score,total_cost_observed,mean_task_cost,p90_task_cost,total_input_tokens_observed,total_output_tokens_observed,total_cache_read_tokens_observed,total_cache_write_tokens_observed,total_duration_seconds_observed,successes_observed,cost_per_success
7f294bea-9529-4bc8-b88f-73c59832b823,vcb,xiaomi/mimo-v2.5-pro,openhands-no-screenshot,default,50,False,50,0.0,1.0,1.0,1.0,1.0,,0.3537864671560324,7.6129977102,0.15225995420400001,0.21796867626,6573177.0,2985910.0,0.0,0.0,99936.02106300001,,
e16c6c77-aea7-4806-9919-08082378cbb2,rsi-gpu-shell-m2q35h5-20260714221851,openai/gpt-5.5,codex_subscription_rsi,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
39bbb764-8d88-4415-b95d-b9ffd66e67f9,terminal-bench,anthropic/claude-sonnet-4-6,terminus2,default,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.5340909090909091,0.5340909090909091,,,,,,,,,47.0,
c35c20db-aac0-49c9-9e4a-62174dd14ba1,harvey,openai/gpt-5.4-nano-2026-03-17,harvey-labs,default,1,False,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
11d0e8f0-2eaa-48e2-9fed-9e5261ddc42b,terminal-bench,openai/iris-alpha-code-mode-high,terminus2,default,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.8409090909090909,0.8409090909090909,,,,,,,,,74.0,
8c93facf-5da0-48db-9224-ac3c03e2c1f1,terminal-bench,alibaba/qwen3.7-max,terminus2,default,89,True,0,0,0,0,0,0,,,,,,,,,,,,
568775a9-30f1-4e46-b609-4e9689bedb41,web-search,google/gemini-3.5-flash,web_search_agent,legal-test,208,False,208,0.9759615384615384,1.0,0.9951923076923077,0.9951923076923077,1.0,0.2660098522167488,0.8292671941477564,31.13878875,0.1504289311594203,0.21587322,1194207.0,633340.0,4358994.0,,23395.896,54.0,0.5766442361111112
ef7e42cb-5f14-4be2-8d33-5baf0fa978c5,swebench,zai/glm-5.2,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.828,,,,,,,,,,414.0,
4bae8e76-7d8e-44a2-937c-3e741aefcfd3,vcb,openai/gpt-5.4-2026-03-05,openhands,test_set,50,False,41,0.0,1.0,1.0,1.0,0.0,,0.6757208503762057,845.6259220000001,20.625022487804877,36.4189545,61974028.0,4541524.0,,,174415.722622,,
9c2ab490-1e75-425b-aa6d-38097fedfef8,skillsbench,grok/v9m-exp-0805-row17-47p8-api,openhands_skillsbench,with-skills,87,False,87,1.0,1.0,0.0,0.0,0.0,0.5517241379310345,0.5517241379310345,,,,,,,,,48.0,
fde288b4-40e7-4ef0-992f-bebd138dd9c5,proof-bench,alibaba/qwen3.8-max-cn,proof_bench_agent,default,100,False,99,1.0,0.0,0.0,0.0,0.0,0.47474747474747475,,,,,,,,,,47.0,
6364d602-601c-4b5d-b302-5ea688f265e1,terminal-bench,alibaba/qwen3.7-max,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.6179775280898876,0.6179775280898876,,,,,,,,,55.0,
cee8d1d0-005b-4462-a736-8b98733193a2,blueprint,anthropic/claude-haiku-4-5,claude_code,default,5,False,5,1.0,0.0,0.0,0.0,0.0,0.2,,,,,,,,,,1.0,
1e1e185b-03e2-4cfd-a671-14ca94929c4a,swebench,grok/grok-experimental-0410-1p5m,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.718,,,,,,,,,,359.0,
6a1b029f-51e4-43fd-8315-48d97f2899f8,terminal-bench,anthropic/claude-haiku-4-5-20251001-thinking,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.4772727272727273,0.4772727272727273,,,,,,,,,42.0,
9e307ff0-f15b-4346-9c44-9db4e8015ce1,vcb,anthropic/claude-sonnet-5,openhands,default,50,False,50,0.0,1.0,1.0,1.0,1.0,,0.8132476605520083,1903.90649205,38.078129841,49.437601695000005,31096.0,12464762.0,0.0,0.0,200071.181435,,
fca0e8f7-e0fb-48ff-b916-81f42ea0f997,vcb,minimax/MiniMax-M3,openhands,default,50,False,50,0.0,1.0,1.0,1.0,0.0,,0.4756630036630036,322.69496879999997,6.453899375999999,10.909218048,61631839.0,5567819.0,,,253661.487109,,
b2478648-29f2-4785-965a-ed181a3c15cd,vcb,openai/gpt-5.5,openhands,default,50,False,50,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.528721,,
054365c1-dd69-4bd6-99c5-e85355b4adfc,vcb,openai/mercury-alpha,openhands,default,50,False,49,0.0,1.0,1.0,1.0,1.0,,0.5855892234552394,410.986843,8.387486591836733,13.665969600000006,20203281.0,2322783.0,0.0,0.0,51259.251218,,
b7d03ec6-4a10-453b-908c-5b10626ba5ca,terminal-bench,alibaba/qwen3.7-max,terminus2,default,89,False,89,1.0,1.0,0.0,0.0,0.0,0.5842696629213483,0.5842696629213483,,,,,,,,,52.0,
0a652c0a-1815-4463-9f6f-1eee94b5b09d,terminal-bench,meta/blue_tower,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.6404494382022472,0.6404494382022472,,,,,,,,,57.0,
c4871485-7ba2-49d8-8aa4-45ac4adc51bf,rsi-gpu-shell-gptoss-h0-20260714233201,openai/gpt-5.5,codex_subscription_rsi,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
1723ff1b-542a-4a7b-86cb-d7f9ac92debe,rsi-gpu-shell-nanochat-agentic-fv-real-20260701235005,openai/gpt-5.5,codex_subscription_rsi,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
7ef45ba6-2c3f-4819-b77a-f886748b094d,terminal-bench,meta/super_nova_dist,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.7272727272727273,0.7272727272727273,,,,,,,,,64.0,
d2db5691-58ab-4b85-a336-55be3aaf11c7,swebench,openai/iris-alpha,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.87,,,,,,,,,,435.0,
ffb888aa-2a1e-4535-94d6-c65f1ff85bab,legal-research,anthropic/claude-sonnet-4-6,legal_research_agent,test,208,False,208,1.0,1.0,1.0,1.0,1.0,0.3798076923076923,0.8498757237366547,491.1524265,2.3613097427884613,4.317540945000001,279329.0,10695335.0,223683365.0,70074508.0,204764.532,79.0,6.21711932278481
d9c8e6c0-c275-4776-b686-3196a82b14d1,terminal-bench,anthropic/claude-sonnet-4-6,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.4943820224719101,0.4943820224719101,,,,,,,,,44.0,
d29f2430-c98d-4c92-879b-50a5e6d14eb3,rsi-gpu-shell-fabv2-autoresearch-20260715133143,openai/gpt-5.5,codex_subscription_rsi,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
619989d4-c150-4671-9af8-3328b28b1f2b,terminal-bench,openai/gpt-5.4-nano-2026-03-17,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,,,,,,,,,32.0,
b551c58e-9a17-4733-848d-9f45ef7a69a1,vcb,openai/gpt-5.5,openhands,test_set,50,False,50,0.0,1.0,1.0,1.0,0.0,,0.6952638303725261,538.214925,10.7642985,14.449606500000002,28217446.0,2874503.0,,,80399.660942,,
664073c6-78a8-469f-9f0a-341612940169,vcb,minimax/MiniMax-M2.5,openhands,default,50,False,49,0.0,1.0,1.0,1.0,1.0,,0.1543720919719145,75.831780255,1.5475873521428571,2.863138518,228446451.0,2307721.0,0.0,0.0,48745.140165,,
c83c958d-1848-4855-9f4b-94bb0919d0b5,financial-health,anthropic/claude-sonnet-4-6,financial-health-agent,default,9,False,9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
d984c2b5-eb38-48f5-a16b-7532b25a05fd,terminal-bench,google/gemini-3.5-flash,terminus2,terminal-bench-2.1,89,False,89,0.9775280898876404,0.9775280898876404,0.0,0.0,0.0,0.7471264367816092,0.7471264367816092,,,,,,,,,65.0,
cecb5853-da52-4881-bb8a-30efe8c8608e,terminal-bench,openai/joule-alpha-high,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.8181818181818182,0.8181818181818182,,,,,,,,,72.0,
84899b5e-cd52-4ea5-aec0-017d52670674,vcb,openai/joule-alpha,openhands,default,50,True,0,0,0,0,0,0,,,,,,,,,,,,
5a2fa092-b0a7-4cde-8941-edb5147aae91,vcb,openai/gpt-5.4-mini,openhands,default,50,False,24,0.0,1.0,0.0,0.0,0.0,,0.22619263285024152,,,,,,,,,,
72ef52d7-aeff-4395-8783-13e5223e53e1,terminal-bench,anthropic/claude-haiku-4-5-20251001-thinking,terminus2,terminal-bench-2.1,89,True,0,0,0,0,0,0,,,,,,,,,,,,
b4b357d6-ff79-4696-9da0-f90dcc39a07b,rsi-gpu-shell-fabv2-matrix-h2-smoke-20260713202549,openai/gpt-5.5,fabv2_matrix_smoke_agent,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
9abb7580-05b2-4e67-ad7a-3e7861a1966a,terminal-bench,minimax/MiniMax-M3,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.5340909090909091,0.5340909090909091,,,,,,,,,47.0,
05cfe543-d5bf-4c91-8c95-ba59f8280fbe,tax-eval-v3,grok/grok-4.5,tax_eval_v3_agent,test,10,False,10,0.0,1.0,1.0,1.0,1.0,,0.8154999999999999,4.248804,0.4248804,0.8505866,802089.0,150015.0,2283264.0,,2066.574,,
e5aac506-a5a9-479f-a895-578b50f6c6e2,vcb,meta/glassy_lagoon,openhands,validation_set,50,False,49,0.0,1.0,0.0,1.0,1.0,,0.5773690619742085,,,,106080166.0,1581683.0,0.0,0.0,114278.09136399999,,
2b2402be-fb52-4ca2-a8fb-cd6a5d2f9e9e,terminal-bench,alibaba/qwen3.7-max,terminus2,default,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.5795454545454546,0.5795454545454546,,,,,,,,,51.0,
21957c8a-764e-423d-a3ea-5fce1875587e,progbench10,google/gemini-3.5-flash,omar-test-agent,default,1,False,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
2316d0ff-2921-4084-951f-06273ec096b4,terminal-bench,google/gemini-3.1-flash-lite-preview,terminus2,terminal-bench-2.1,89,True,0,0,0,0,0,0,,,,,,,,,,,,
d68e3790-d979-4d00-9297-463dfd5324c6,terminal-bench,anthropic/claude-haiku-4-5-20251001-thinking,terminus2,terminal-bench-2.1,89,True,0,0,0,0,0,0,,,,,,,,,,,,
52daad7e-5da7-4242-a2e9-88f8add788f7,harbor,(model missing),codex,terminal-bench/terminal-bench-2,10,False,10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
6aa08be3-b4fd-4b32-b6d9-5e22fca1c88a,ioi,meta/muse_spark_1_2,ioi_agent,ioi2025,6,False,6,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,
4ee40df9-1e76-4140-a115-702afebab4d6,vcb,anthropic/claude-queso-eap,openhands,default,50,False,40,0.0,1.0,1.0,1.0,1.0,,0.8123962842712842,405.3230802,10.133077005,12.65319,11482.0,5554657.0,0.0,0.0,78534.082029,,
64d73e24-9858-4a91-8ba9-f96a44267afd,terminal-bench,mistralai/mistral-small-2603,terminus2,default,89,False,89,1.0,1.0,0.0,0.0,0.0,0.16853932584269662,0.16853932584269662,,,,,,,,,15.0,
3018993b-cf3d-4164-9873-42931c900da2,vcb,poolside/laguna-m.1:fast,openhands,default,50,False,50,0.0,1.0,1.0,1.0,1.0,,0.11038255223037831,102.9700646,2.059401292,3.0720886699999994,90126692.0,3112565.0,0.0,0.0,119096.318341,,
4ea92a2b-f3dd-4e9a-912c-a62341f6311d,tax-eval-v3,alibaba/qwen3.7-max,tax_eval_v3_agent,test,10,False,10,0.0,1.0,1.0,1.0,1.0,,0.7825000000000001,4.5832495,0.45832495000000006,0.7861587999999998,1012811.0,103750.0,1518848.0,,4729.819,,
4c94953b-f631-4fd7-948d-82305e9c9fa4,rsi-gpu-shell-fabv2-matrix-smoke-1783994758,openai/gpt-5.5,fabv2_matrix_smoke_agent,default,5,False,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,5.0,
3ad7bc27-1559-499b-8bc4-fbe6acccb7e9,swebench,openai/gpt-5-mini-2025-08-07,mini_sweagent,default,500,False,498,1.0,0.0,0.0,0.0,0.0,0.6224899598393574,,,,,,,,,,310.0,
25d4be03-e18a-44db-b06f-b9f3489227b3,fab,anthropic/claude-sonnet-4-6,finance-agent,default,1,False,1,0.0,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,
176ebfa3-f17b-4011-9a14-f15163a62341,progbench7,google/gemini-3.5-flash,omar-test-agent,default,1,False,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
b06cb65f-e6a9-4c2b-acb4-38c63ef1c746,vcb,anthropic/claude-sonnet-4-6,claude_code,test_set,50,False,50,0.0,1.0,0.0,1.0,1.0,,0.5871831887918845,,,,0.0,0.0,0.0,0.0,,,
c01889c3-e011-4cb4-8e55-006ddde756cf,terminal-bench,alibaba/qwen3.7-max,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.6067415730337079,0.6067415730337079,,,,,,,,,54.0,
9103e2ee-c3b7-47e3-9d2d-09fc59787bfc,rsi-gpu-shell-nfvtrain-07011459,openai/gpt-5.5,codex_subscription_rsi,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
64264ca0-a197-42df-9855-c3caeee91e5a,terminal-bench,minimax/MiniMax-M3,terminus2,terminal-bench-2.1,89,False,89,0.9775280898876404,0.9775280898876404,0.0,0.0,0.0,0.5632183908045977,0.5632183908045977,,,,,,,,,49.0,
2cd32483-4f50-4c54-b2b2-07ed785f28e8,terminal-bench,meta/muse_spark,terminus2,default,89,True,0,0,0,0,0,0,,,,,,,,,,,,
34f04770-ed68-481d-87ea-82e51d811620,terminal-bench,anthropic/claude-haiku-4-5-20251001-thinking,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.4431818181818182,0.4431818181818182,,,,,,,,,39.0,
b88a7ee3-5801-4ba2-95c0-6c9dda56c9a8,terminal-bench,google/gemini-3-flash-preview,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.5393258426966292,0.5393258426966292,,,,,,,,,48.0,
ea17ac3f-d952-4000-a679-69ff9bed1815,vcb,cursor/composer-2.5,cursor,default,50,False,50,0.0,1.0,1.0,1.0,1.0,,0.4533391439478396,19.7369859,0.3947397180000001,0.55756267,72284815.0,1717549.0,68997647.0,0.0,27152.839,,
dfbcd3c4-d688-463a-b2b1-6344ca6f2f60,swebench,google/models/ajax,mini_sweagent,default,500,False,499,1.0,0.0,0.0,0.0,0.0,0.7895791583166333,,,,,,,,,,394.0,
5a2f291e-fb96-4185-84e3-36b5726a103a,terminal-bench,openai/iris-alpha,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.8314606741573034,0.8314606741573034,,,,,,,,,74.0,
73c022b1-0623-42fa-a403-5ba419fbc567,aime-2026,anthropic/claude-opus-4-8,math-solver,default,30,False,29,1.0,1.0,0.0,0.0,0.0,0.8275862068965517,0.8275862068965517,,,,,,,,,24.0,
5f6dcf01-8baf-4c13-bd6a-6bba93b95d98,voice-code-bench,(model missing),valkyrie-noop-agent,default,1,False,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,
9f55c47f-409c-4c30-82ec-d890fa6bc2ba,terminal-bench,cohere/command-a-plus-05-2026,terminus2,terminal-bench-2.1,89,False,86,1.0,1.0,0.0,0.0,0.0,0.1744186046511628,0.1744186046511628,,,,,,,,,15.0,
f1611498-d5d3-4b08-beaa-a7ac963c69ed,swebench,meta/glassy_lagoon,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.78,,,,,,,,,,390.0,
c9c015a0-4ecb-47bc-a61f-c2fa9ca49058,argus,(model missing),agent,openai-process-gpqa-physics-live,1,False,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
d992aa7f-81b5-4153-ab5a-4ad27a616568,terminal-bench,minimax/MiniMax-M2.7,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.5113636363636364,0.5113636363636364,,,,,,,,,45.0,
c7377ccb-2ba7-4d84-8c9f-21070f1fa46e,vcb,grok/grok-build-0.1,grok_build,test_set,50,False,50,0.0,1.0,0.0,1.0,1.0,,0.1334891774891775,,,,0.0,0.0,0.0,0.0,,,
ed291cca-5866-4220-8b5c-c6e70a87d17c,terminal-bench,minimax/MiniMax-M3,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.5280898876404494,0.5280898876404494,,,,,,,,,47.0,
97c0f73a-ac1c-4257-84e6-44f9aaebd08a,snap-pilot,google/gemini-3.1-pro-preview,snap_agent_migration_test,sample_1_target_neither,230,False,230,0.0,1.0,0.0,0.0,0.0,,0.34589309241483157,,,,,,,,,,
2f8cd867-d169-4887-abc3-96fd421c5a57,swebench,kimi/kimi-k2.7-code,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.782,,,,,,,,,,391.0,
83493e0a-22d9-48f8-a178-7193fd74a966,swebench,alibaba/qwen3.6-plus,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.734,,,,,,,,,,367.0,
1a706272-a2e2-4904-94ef-9687d356368e,terminal-bench,alibaba/qwen3.7-max,terminus2,default,89,True,0,0,0,0,0,0,,,,,,,,,,,,
27af56c6-313e-4e0a-a495-f3245279e3b9,vcb,cursor/composer-2.5,cursor,test_set,50,False,50,0.0,1.0,1.0,1.0,1.0,,0.4284038208168643,21.4832848,0.42966569600000004,0.58698849,78097537.0,1808729.0,73624354.0,0.0,19937.78,,
6097d050-7e5d-455d-a4be-65b5406f188b,terminal-bench,openai/gpt-5.5,codex,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.5730337078651685,0.5730337078651685,,,,,,,,,51.0,
02bfa862-baa1-4f84-b95e-8fbb6dc1dbf4,terminal-bench,poolside/laguna-m.1,terminus2,terminal-bench-2.1,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.3068181818181818,0.3068181818181818,,,,,,,,,27.0,
57218327-3ab1-452f-b108-1e9532cedc46,tax-eval-v3,anthropic/claude-opus-4-8,tax_eval_v3_agent,test,10,False,10,0.0,1.0,1.0,1.0,1.0,,0.8652575757575758,18.090463500000002,1.8090463500000002,2.7228537249999993,2447.0,432243.0,2767107.0,942176.0,5237.772,,
a0f9e214-122c-4c13-8774-193f742a83bd,platformbe,anthropic/claude-opus-4-8,mini_sweagent,default,14,False,14,1.0,0.0,0.0,0.0,0.0,0.6428571428571429,,,,,,,,,,9.0,
947949c9-3927-455a-aa69-b0ec37d93740,terminal-bench,zai/glm-5-thinking,terminus2,default,89,False,88,0.9886363636363636,0.9886363636363636,0.0,0.0,0.0,0.4942528735632184,0.4942528735632184,,,,,,,,,43.0,
e55c343a-6da6-47aa-9403-5b71e2cdb97d,terminal-bench,anthropic/claude-sonnet-4-6,terminus2,default,89,False,88,0.9659090909090909,0.9659090909090909,0.0,0.0,0.0,0.49411764705882355,0.49411764705882355,,,,,,,,,42.0,
73efbb7e-25e9-4359-8776-1ffd9e4a79a7,terminal-bench,openai/gpt-5.3-codex,terminus2,default,89,False,89,0.9887640449438202,0.9887640449438202,0.0,0.0,0.0,0.6931818181818182,0.6931818181818182,,,,,,,,,61.0,
9016853f-7dac-474e-b649-965a016c1916,swebench,anthropic/claude-nectarine-v5-p,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.826,,,,,,,,,,413.0,
67ac2666-88f4-4480-959f-96e6c20d5ed0,terminal-bench,zai/glm-5.2-high,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.651685393258427,0.651685393258427,,,,,,,,,58.0,
51e2cdb8-a8d3-463a-b656-b5efbd207366,persona_eval,anthropic/claude-sonnet-4-6,social_mobility,financial_health,3,False,3,1.0,1.0,1.0,0.0,0.0,1.0,0.9046666666666666,1.328022,0.442674,0.5807262,,,,,,3.0,0.442674
07aa94b6-4e61-426e-acc3-b8ef4acb9913,swebench,xiaomi/mimo-v2.5,mini_sweagent,default,500,False,498,1.0,0.0,0.0,0.0,0.0,0.7128514056224899,,,,,,,,,,355.0,
005604b5-4c2a-4d92-a567-b07c2255c196,swebench,openai/gpt-5.5,codex,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.764,,,,,,,,,,382.0,
a6fee4bd-f49b-4868-a7fe-b08c6e07f02d,swebench,grok/v9-potato,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.852,,,,,,,,,,426.0,
04a0eb70-973d-4f72-b65d-06a8c4431f35,rsi-gpu-shell-nanochat-finance-vibecode-20260701143215,openai/gpt-5.5,codex_subscription_rsi,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
c739c8cc-2e80-41e2-a815-500e7d15f4b4,fabv2,openai/gpt-5-nano-2025-08-07,fabv2_agent,default,10,False,10,0.0,1.0,1.0,1.0,1.0,,0.5187698412698413,0.5546291600000001,0.05546291600000001,0.09444666699999998,4714932.0,109248.0,10098432.0,,6563.184,,
bcdd66d5-dd19-492c-b5ad-cdbd35c6b485,swebench,anthropic/claude-nougat-p,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.82,,,,,,,,,,410.0,
2ecd172c-5639-490b-99a6-2203e288f236,vcb,alibaba/qwen3.7-plus,openhands,default,50,False,47,0.0,1.0,1.0,1.0,0.0,,0.49352554886782457,50.870378880000004,1.0823484868085107,1.8881903199999996,52003586.0,3188315.0,,,104892.226757,,
6769fe55-d319-4ee9-bee7-d3f4fb642127,vcb,google/gemini-3.1-flash-lite-preview,openhands,default,50,True,0,0,0,0,0,0,,,,,,,,,,,,
2df08014-a27c-4920-8ffa-3e7cb387bcf7,terminal-bench,anthropic/claude-sonnet-4-6,terminus2,terminal-bench-2.1,89,False,89,1.0,1.0,0.0,0.0,0.0,0.5617977528089888,0.5617977528089888,,,,,,,,,50.0,
7447e447-9770-4d41-a604-5942ea808793,terminal-bench,google/gemini-3.1-flash-lite,terminus2,terminal-bench-2.1,89,True,0,0,0,0,0,0,,,,,,,,,,,,
5128cf96-1fbe-47b6-9f31-03309d9ab80f,legal-research,google/gemini-3.1-pro-preview,legal_research_agent,test,208,False,208,1.0,1.0,1.0,1.0,1.0,0.1875,0.7593929343406788,227.3090004,1.0928317326923076,0.8036798199999999,33144530.0,776479.0,321431187.0,,49993.279,39.0,5.828435907692308
e039a3c2-8079-4ec9-a51b-3562efaf2818,swebench,alibaba/qwen3.6-max-preview,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.728,,,,,,,,,,364.0,
8b30d440-289d-4115-af76-0c13ade6ec18,vcb,nvidia/nemotron-3-ultra-550b-a55b,openhands,default,50,True,0,0,0,0,0,0,,,,,,,,,,,,
0f4f714f-307b-4883-9d4a-6d54e8b7f88c,vcb,deepseek/deepseek-v4-pro,openhands,test_set,50,False,50,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.762483,,
7c743bf0-2ea4-4ec1-96d8-51a10fd3a5a8,swebench,xiaomi/mimo-v2.5-pro,mini_sweagent,default,500,False,498,1.0,0.0,0.0,0.0,0.0,0.7429718875502008,,,,,,,,,,370.0,
8a0c6b32-acc7-484f-977b-a9417e5bac99,swebench,alibaba/qwen3.6-27b,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.7,,,,,,,,,,350.0,
fd7369c0-c4dd-43ce-8a79-6ef4583e584c,swebench,deepseek/deepseek-v4-flash,mini_sweagent,default,500,False,500,1.0,0.0,0.0,0.0,0.0,0.636,,,,,,,,,,318.0,
b7a53bc5-df81-4344-b746-9fb77c151ebd,rsi-gpu-shell-qwen35rl-fabv2-20260702112041,openai/gpt-5.5,codex_subscription_rsi,default,1,False,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,
